STATION_NO,STATUT,DATE_MAJ_ISO,STATIONNEMENT,OBJECTID,X_32187,Y_32187,LON_WGS84,LAT_WGS84,RUE_REVERSE
0988,Éteint,2025-12-31T21:15:39,Permis,636,247384.31799999997,5183852.929,-71.25207393629286,46.79176459969537,"1320-1390 Rue De Callières, Quebec, QC, G1S, CAN"
0989,Éteint,2025-12-31T21:15:39,Permis,264,247235.40199999977,5183813.082,-71.25401936992698,46.791393317803326,"1411-1495 Rue Maréchal Foch, Quebec, QC, G1S 2C5, CAN"
0990,Éteint,2025-12-31T21:15:39,Permis,1221,247386.1509999996,5183946.93,-71.25206170812307,46.79261035450151,"1310-1390 Rue Maréchal Foch, Quebec, QC, G1S 2C4, CAN"
0991,Éteint,2025-12-31T21:15:39,Permis,608,247245.4639999997,5183930.932,-71.25390238726342,46.792454319115166,"1320-1390 Rue De Longueuil, Quebec, QC, G1S, CAN"
0992,Éteint,2025-12-31T21:15:39,Permis,266,247243.1660000002,5184007.808,-71.25394214389988,46.79314566756285,"1301-1395 Rue Barrin, Quebec, QC, G1S, CAN"
0993,Éteint,2025-12-31T21:15:39,Permis,1223,247211.2070000004,5184073.157,-71.25436895495979,46.79373076339944,"1315-1389 Rue Marie Rollet, Quebec, QC, G1S, CAN"
0994,Éteint,2025-12-31T21:15:39,Permis,1072,247075.21499999985,5184186.765000001,-71.25616450116455,46.79474098156502,"1340-1380 Rue Frontenac, Quebec, QC, G1S, CAN"
0995,Éteint,2025-12-31T21:15:39,Permis,1040,247017.1660000002,5184220.640000001,-71.25692911718227,46.79504068147297,"1315-1377 Rue Garnier, Quebec, QC, G1S, CAN"
0996,Éteint,2025-12-31T21:15:39,Permis,780,246791.60300000012,5184061.852,-71.25986351643857,46.79359271002713,"1520-1590 Rue Garnier, Quebec, QC, G1S, CAN"
0997,Éteint,2025-12-31T21:15:39,Permis,473,246620.38100000005,5183997.104,-71.26209796037895,46.79299535133106,"1603-1635 Boul De L'Entente, Quebec, QC, G1S, CAN"
0998,Éteint,2025-12-31T21:15:39,Permis,1217,246948.51800000016,5184277.006999999,-71.25783541256918,46.79554178605483,"1410-1498 Boul De L'Entente, Quebec, QC, G1S, CAN"
0999,Éteint,2025-12-31T21:15:39,Permis,609,246742.12899999972,5183879.319,-71.26048839593174,46.79194641210465,"1621-1643 Ch Ste Foy, Quebec, QC, G1S, CAN"
1000,Éteint,2025-12-31T21:15:39,Permis,267,247039.95199999958,5184080.857000001,-71.25661303312309,46.793785222418975,"1408-1500 Ch Ste Foy, Quebec, QC, G1S, CAN"
1001,Éteint,2025-12-31T21:15:39,Permis,1224,248005.35400000028,5184490.176999999,-71.2440188559313,46.797550209861676,"1051-1061 Rue Raymond Casgrain, Quebec, QC, G1S, CAN"
1002,Éteint,2025-12-31T21:15:39,Permis,989,247754.9628750002,5184306.256625,-71.24727582638049,46.79587436296131,"1153-1159 Rue Raymond Casgrain, Quebec, QC, G1S, CAN"
1003,Éteint,2025-12-31T21:15:39,Permis,743,248155.94625000004,5184473.3895,-71.24204416862808,46.7974120024189,"950-980 Rue Père Marquette, Quebec, QC, G1S, CAN"
1004,Éteint,2025-12-31T21:15:39,Permis,781,248183.53399999999,5184277.217,-71.24165854941215,46.79564964923207,"1045-1053 Boul René Lévesque O, Quebec, QC, G1S, CAN"
1005,Éteint,2025-12-31T21:15:39,Permis,480,247651.4910000004,5183851.243000001,-71.24857440151791,46.79177237484811,"1271-1281 Boul René Lévesque O, Quebec, QC, G1S, CAN"
1006,Éteint,2025-12-31T21:15:39,Permis,164,247163.49199999962,5183442.234999999,-71.25491456388318,46.788051111733814,"1505-1579 Boul René Lévesque O, Quebec, QC, G1S 1X4, CAN"
1007,Éteint,2025-12-31T21:15:39,Permis,169,247681.46337500028,5184666.222375,-71.24828345657848,46.799106186849286,"668-698 Av Joffre, Quebec, QC, G1S 3L5, CAN"
1008,Éteint,2025-12-31T21:15:39,Permis,1225,247610.73400000017,5184703.0940000005,-71.24921457178695,46.79943180830439,"1101-1121 Rue Catherine Jérémie, Quebec, QC, G1S, CAN"
1009,Éteint,2025-12-31T21:15:39,Permis,776,246955.49600000028,5183624.665999999,-71.25766164836317,46.789674189167044,"83-385 Rue Gérard Morisset, Quebec, QC, G1S 4V5, CAN"
1010,Éteint,2025-12-31T21:15:39,Permis,477,246941.82600000035,5183486.044875,-71.25782318248116,46.78842602211375,"83-385 Rue Gérard Morisset, Quebec, QC, G1S 4V5, CAN"
1020,Éteint,2025-12-31T21:15:39,Permis,1235,247469.21300000045,5185790.298,-71.25120455344918,46.809199710168784,"47-89 Rue De Verdun, Quebec, QC, G1N, CAN"
1021,Éteint,2025-12-31T21:15:39,Permis,1073,247387.57799999975,5185792.938999999,-71.25227445189333,46.809216442434334,"24-80 Rue Churchill, Quebec, QC, G1N, CAN"
1022,Éteint,2025-12-31T21:15:39,Permis,788,247367.01212500036,5185747.058125,-71.25253814573115,46.808801945524095,"25-81 Rue Roosevelt, Quebec, QC, G1N, CAN"
1023,Éteint,2025-12-31T21:15:39,Permis,276,247291.84800000023,5185734.539999999,-71.25352135245781,46.80868285831887,"24-64 Rue Général Mcnaughton, Quebec, QC, G1N, CAN"
1024,Éteint,2025-12-31T21:15:39,Permis,787,247258.3027499998,5185708.553874999,-71.25395758538559,46.80844620345718,"25-65 Rue Général Vanier, Quebec, QC, G1N, CAN"
1025,Éteint,2025-12-31T21:15:39,Permis,551,247229.92599999998,5185625.811000001,-71.25431896117072,46.80769943292623,"Av Du Pont Scott, Quebec, QC, G1N, CAN"
1026,Éteint,2025-12-31T21:15:39,Permis,1234,247250.80200000014,5185531.5370000005,-71.25403360395615,46.806853184985904,"110-134 Rue D'Avaugour, Quebec, QC, G1N, CAN"
1027,Éteint,2025-12-31T21:15:39,Permis,1233,247218.2937500002,5185568.78975,-71.25446418817273,46.80718548870381,"111-145 Rue De Beauharnois, Quebec, QC, G1N, CAN"
1028,Éteint,2025-12-31T21:15:39,Permis,641,247150.3666249998,5185594.532500001,-71.2553573651873,46.807411189933326,"1051-1059 Rue St Vallier O, Quebec, QC, G1N, CAN"
1029,Éteint,2025-12-31T21:15:39,Permis,786,247139.8219999997,5185486.248,-71.25548187569487,46.80643619543405,"113-159 Rue Panet, Quebec, QC, G1N, CAN"
1030,Éteint,2025-12-31T21:15:39,Permis,274,247077.1849999996,5185526.23,-71.2563075328653,46.80679043720164,"123-149 Rue Gamelin, Quebec, QC, G1N, CAN"
1031,Éteint,2025-12-31T21:15:39,Permis,784,246815.79849999957,5185341.224625001,-71.2597085823545,46.80510352596195,"125-193 Rue De L'Armée, Quebec, QC, G1N, CAN"
1032,Éteint,2025-12-31T21:15:39,Permis,1230,246690.54499999993,5185388.427999999,-71.26135549453554,46.8055172436118,"116-180 Rue De La Marine, Quebec, QC, G1N 3W6, CAN"
1033,Éteint,2025-12-31T21:15:39,Permis,785,246628.45999999996,5185379.541999999,-71.26216773469855,46.80543189530552,"108-172 Rue De L'Aviation, Quebec, QC, G1N, CAN"
1034,Éteint,2025-12-31T21:15:39,Permis,1227,246459.35149999987,5185286.24,-71.26437131432361,46.80457781546366,"1275-1297 Rue De La Jonquière, Quebec, QC, G1N 3X2, CAN"
1035,Éteint,2025-12-31T21:15:39,Permis,1229,246642.69799999986,5185233.147,-71.26196260892074,46.80411622981846,"1251-1295 Rue Des Ardennes, Quebec, QC, G1N, CAN"
1036,Éteint,2025-12-31T21:15:39,Permis,100,246925.44524999987,5185323.3725000005,-71.25826986480543,46.80495246167643,"1101-1169 Rue Des Ardennes, Quebec, QC, G1N 0A4, CAN"
1037,Éteint,2025-12-31T21:15:39,Permis,1232,247094.0847500004,5185434.112,-71.25607451418695,46.805963244607625,"1101-1169 Rue Des Ardennes, Quebec, QC, G1N 0A4, CAN"
1038,Éteint,2025-12-31T21:15:39,Permis,642,247341.32462500036,5185503.727875,-71.25284415423351,46.806610832661434,"147-165 Av Lesage, Quebec, QC, G1N, CAN"
1039,Éteint,2025-12-31T21:15:39,Permis,275,247323.91199999955,5185637.487,-71.25308907397984,46.80781257432892,"926-928 Rue St Vallier O, Quebec, QC, G1N, CAN"
1040,Éteint,2025-12-31T21:15:39,Permis,640,246719.75800000038,5185490.676000001,-71.26098574939513,46.8064395686777,"1193-1221 Rue St Vallier O, Quebec, QC, G1N 1G8, CAN"
1041,Éteint,2025-12-31T21:15:39,Permis,782,246428.29800000042,5185455.953,-71.26479977323473,46.80610176295559,"1285-1299 Rue St Vallier O, Quebec, QC, G1N, CAN"
1042,Éteint,2025-12-31T21:15:39,Permis,861,247254.4950000001,5185781.267999999,-71.2540166142727,46.809099981068165,"10-20 Rue Général Mcnaughton, Quebec, QC, G1N 3R2, CAN"
1043,Éteint,2025-12-31T21:15:39,Permis,613,247420.66912500001,5185533.804874999,-71.25180841640105,46.80688822618128,"117-161 Rue Lebouthillier, Quebec, QC, G1N, CAN"
1044,Éteint,2025-12-31T21:15:39,Permis,1176,247405.33000000007,5185636.880999999,-71.25202230138495,46.80781413686549,"106-148 Rue Oscar Drouin, Quebec, QC, G1N, CAN"
1045,Éteint,2025-12-31T21:15:39,Permis,277,247481.16999999993,5185666.078,-71.25103234042577,46.808083305643876,"3-119 Rue Amédée Auger, Quebec, QC, G1N 1E4, CAN"
1046,Éteint,2025-12-31T21:15:39,Permis,1231,246795.38499999978,5185262.925000001,-71.25996609588611,46.804397399823856,"1211-1249 Rue Des Ardennes, Quebec, QC, G1N 0A4, CAN"
1047,Éteint,2025-12-31T21:15:39,Permis,1128,249192.29499999993,5190091.083000001,-71.22915196581462,46.848033829646496,"Av Monseigneur Gosselin, Quebec, QC, G1J, CAN"
1048,Éteint,2025-12-31T21:15:39,Permis,1282,248910.28837499954,5189180.601,-71.23273806937429,46.83981990699749,"1200-1280 24e Rue, Quebec, QC, G1J, CAN"
1049,Éteint,2025-12-31T21:15:39,Permis,1283,248927.90862500016,5186059.80775,-71.23212581560051,46.81174796305872,"Rue D'Argenson, Quebec, QC, G1K 1W6, CAN"
1050,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,1261,246886.8035000004,5183796.7313749995,-71.25858306623341,46.79121606208197,"850-850 Av De Vimy, Quebec, QC, G1S, CAN"
1051,Éteint,2025-12-31T21:15:39,Permis,1338,249449.3816250004,5185965.358124999,-71.22528178570946,46.81094183049799,"351-681 Côte Badelard, Quebec, QC, G1K, CAN"
1052,Éteint,2025-12-31T21:15:39,Permis,1313,248945.01162500028,5186855.00475,-71.23199878795633,46.81890268788281,"91-129 Rue Du Cardinal Maurice Roy, Quebec, QC, G1K, CAN"
1053,Éteint,2025-12-31T21:15:39,Permis,1336,248803.07600000035,5186877.60025,-71.23386151114515,46.8190940377346,"92-132 Rue Du Cardinal Maurice Roy, Quebec, QC, G1K 8Z1, CAN"
1054,Éteint,2025-12-31T21:15:39,Permis,1315,248600.8816250004,5186844.692375001,-71.23650707898875,46.818780992000704,"67-73 Rue Du Cardinal Maurice Roy, Quebec, QC, G1K, CAN"
1055,Éteint,2025-12-31T21:15:39,Permis,1337,248516.4128750004,5186847.39625,-71.23761430636694,46.8187981868678,"61-65 Rue Du Cardinal Maurice Roy, Quebec, QC, G1K, CAN"
1056,Éteint,2025-12-31T21:15:39,Permis,1316,248418.5251249997,5187012.517000001,-71.23891739605182,46.82027527337609,"Rue Du Cardinal Maurice Roy, Quebec, QC, G1K 0J8, CAN"
1057,Éteint,2025-12-31T21:15:39,Permis,1314,248638.4084999999,5186680.310875,-71.23599514144392,46.817305443593085,"5-7 Rue Robert Rumilly, Quebec, QC, G1K, CAN"
1058,Éteint,2025-12-31T21:15:39,Permis,1312,249826.69024999999,5186267.4485,-71.22037444825332,46.81369055039563,"606-686 Rue Fleurie, Quebec, QC, G1K 6N4, CAN"
1059,Éteint,2025-12-31T21:15:39,Permis,1397,250079.2424999997,5188453.452,-71.21732678059382,46.83337582753233,"1030-1110 Av De La Ronde, Quebec, QC, G1J, CAN"
1060,Éteint,2025-12-31T21:15:39,Permis,1453,249198.49737500027,5186459.60575,-71.2286289992102,46.8153670225191,"250-268 Rue Dorchester, Quebec, QC, G1K 5Z5, CAN"
1061,Éteint,2025-12-31T21:15:39,Permis,1474,248509.85199999996,5189409.469374999,-71.23801570571489,46.84184498280824,"802-870 Rue Des Frênes E, Quebec, QC, G1J 1H1, CAN"
1062,Éteint,2025-12-31T21:15:39,Permis,1496,248564.62937499955,5189286.898624999,-71.23728250114307,46.840747017030054,"2906-3000 Av Bergemont, Quebec, QC, G1J, CAN"
1063,Éteint,2025-12-31T21:15:39,Permis,1566,248694.14850000013,5189818.566500001,-71.23564985117544,46.845540597365776,"2704-2760 Av De Vitré, Quebec, QC, G1J, CAN"
1064,Éteint,2025-12-31T21:15:39,Permis,1567,248964.5586249996,5189534.632625001,-71.23206988267772,46.84300917922674,"2502-2590 Av De Vitré, Quebec, QC, G1J 4A9, CAN"
1065,Éteint,2025-12-31T21:15:39,Permis,1560,248598.43450000044,5187111.00925,-71.2365718639532,46.82117646714192,"32-44 Rue De La Pointe Aux Lièvres, Quebec, QC, G1K, CAN"
1066,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,1559,250823.39687499963,5185851.211625,-71.2072654779075,46.81002767228457,"Boisé Du Corps-De-Garde, 40 Avenue Sainte-Geneviève, Montréal, QC, G1R, CAN"
1200,Éteint,2025-12-31T21:15:39,Permis,1150,248183.66487499978,5189045.3094999995,-71.2422468332325,46.838541508112655,"28-146 Rue Des Pins E, Quebec, QC, G1L, CAN"
1201,Éteint,2025-12-31T21:15:39,Permis,1151,248021.99887499958,5189300.2373750005,-71.24439778173117,46.840820964049456,"13-93 Rue De La Colombière E, Quebec, QC, G1L 1R2, CAN"
1202,Éteint,2025-12-31T21:15:39,Permis,1152,247973.76387500018,5189365.74,-71.24503826551206,46.841406082323175,"35-97 Rue Des Lilas E, Quebec, QC, G1L, CAN"
1203,Éteint,2025-12-31T21:15:39,Permis,1153,248484.7790000001,5189685.258125,-71.23837839911079,46.8443237386279,"865-891 Rue Des Lilas E, Quebec, QC, G1J 5C3, CAN"
1205,Éteint,2025-12-31T21:15:39,Permis,1154,247937.3568749996,5189432.980249999,-71.24552391663349,46.842007837852776,"11-73 Rue De La Sapinière Dorion E, Quebec, QC, G1L 3R5, CAN"
1206,Éteint,2025-12-31T21:15:39,Permis,1156,248475.6218750002,5188420.489125,-71.2383425792971,46.83294564339644,"2088-2190 Boul Cardinal Villeneuve, Quebec, QC, G1L 3H1, CAN"
1207,Éteint,2025-12-31T21:15:39,Permis,1155,248553.06874999963,5188521.887250001,-71.23733990988586,46.833864322533245,"2105-2183 Boul Benoît Xv, Quebec, QC, G1L 2Z8, CAN"
1208,Éteint,2025-12-31T21:15:39,Permis,1157,249005.6316250004,5188517.52775,-71.23140724175272,46.83386316709814,"1900-1998 8e Av, Quebec, QC, G1J 3P1, CAN"
1209,Éteint,2025-12-31T21:15:39,Permis,1159,248131.29475000035,5189112.081,-71.2429416316127,46.839137701346395,"165-197 Rue Des Peupliers E, Quebec, QC, G1L 3G1, CAN"
1210,Éteint,2025-12-31T21:15:39,Permis,1160,248317.7293750001,5188853.549249999,-71.24046568563006,46.83682789862996,"132-170 Rue Godbout, Quebec, QC, G1L 1T9, CAN"
1211,Éteint,2025-12-31T21:15:39,Permis,1161,248176.93962499965,5188313.663000001,-71.24224436268432,46.831959359380875,"2210-2236 Av D'Assise, Quebec, QC, G1L, CAN"
1213,Éteint,2025-12-31T21:15:39,Permis,1295,249016.67949999962,5185403.954624999,-71.23088276998935,46.80585558245029,"701-735 Rue Du Père Hiral, Quebec, QC, G1R, CAN"
1215,Éteint,2025-12-31T21:15:39,Permis,1292,248435.5103749996,5189283.482625,-71.23897476899154,46.84070537243911,"420-780 Rue Des Peupliers E, Quebec, QC, G1J, CAN"
1216,Éteint,2025-12-31T21:15:39,Permis,1297,248458.62200000044,5187053.0515,-71.23839693670323,46.820643296642125,"Rue Du Cardinal Maurice Roy, Quebec, QC, G1K 0J8, CAN"
1846,Éteint,2025-12-31T21:15:39,Permis,1249,249227.79925000016,5189549.7225,-71.22862060563413,46.843166941987334,"2400-2468 Av Champfleury, Quebec, QC, G1J, CAN"
1847,Éteint,2025-12-31T21:15:39,Permis,1250,249075.5772500001,5189595.171875,-71.23062180067015,46.84356306449831,"2501-2595 Av Maufils, Quebec, QC, G1J, CAN"
1848,Éteint,2025-12-31T21:15:39,Permis,1251,249236.30962499976,5189247.759375,-71.22847231500309,46.84045131657994,"2170-2298 Av De Vitré, Quebec, QC, G1J 4A4, CAN"
1849,Éteint,2025-12-31T21:15:39,Permis,1252,249362.40350000001,5189635.273375001,-71.22686630396018,46.843947742092,"2401-2459 Av Bardy, Quebec, QC, G1J, CAN"
2101,Éteint,2025-12-31T21:15:39,Permis,55,246417.00299999956,5186828.304,-71.26512281582082,46.81844583815597,"465-537 Av Santerre, Quebec, QC, G1M 1Z9, CAN"
2102,Éteint,2025-12-31T21:15:39,Permis,925,246576.53699999955,5186978.0879999995,-71.26305133937508,46.81980718402161,"180-230 Rue Victor Delamarre, Quebec, QC, G1M, CAN"
2103,Éteint,2025-12-31T21:15:39,Permis,726,246634.18699999992,5187164.74,-71.262319605318,46.821491255745315,"465-505 Av Glazier, Quebec, QC, G1M 3R6, CAN"
2104,Éteint,2025-12-31T21:15:39,Permis,927,246344.77587500028,5187219.635875,-71.26611928578708,46.82195975027585,"1-3 Av Alfred Ménard, Quebec, QC, G1M, CAN"
2105,Éteint,2025-12-31T21:15:39,Permis,1094,246436.55700000003,5187218.358999999,-71.2649163421529,46.82195630872316,"152-202 Rue Alphonse Lacoursière, Quebec, QC, G1M 3N2, CAN"
2106,Éteint,2025-12-31T21:15:39,Permis,427,246537.18800000008,5187209.48,-71.2635964536462,46.821885243062454,"152-202 Rue Alphonse Lacoursière, Quebec, QC, G1M 3N2, CAN"
2107,Éteint,2025-12-31T21:15:39,Permis,98,246409.08499999996,5187107.476,-71.26526220556535,46.82095644923863,"228-232 Rue Henri Landry, Quebec, QC, G1M 3W8, CAN"
2108,Éteint,2025-12-31T21:15:39,Permis,423,246240.3370000003,5186995.5879999995,-71.26745926333852,46.8199351491981,"262-266 Rue Henri Landry, Quebec, QC, G1M 3W9, CAN"
2109,Éteint,2025-12-31T21:15:39,Permis,485,246313.39837499987,5187134.192,-71.26651955949704,46.82118838325347,"220-248 Rue Alphonse Lacoursière, Quebec, QC, G1M 3N3, CAN"
2110,Éteint,2025-12-31T21:15:39,Permis,646,246372.20999999996,5186800.361,-71.26570621597364,46.81819055019268,"462-532 Av Bernatchez, Quebec, QC, G1M 2B2, CAN"
2111,Éteint,2025-12-31T21:15:39,Permis,54,246338.15299999993,5186697.039999999,-71.26613929565163,46.817258134667576,412-456 Boulevard Pierre-Bertrand
2112,Éteint,2025-12-31T21:15:39,Permis,929,246423.36737500038,5186685.932499999,-71.26502125160418,46.81716568568639,"400-458 Av Bernatchez, Quebec, QC, G1M 2A8, CAN"
2113,Éteint,2025-12-31T21:15:39,Permis,725,246381.09399999958,5186914.517999999,-71.26560437697009,46.819218233674185,"464-532 Av Santerre, Quebec, QC, G1M 2A1, CAN"
2114,Éteint,2025-12-31T21:15:39,Permis,847,246290.77199999988,5186983.913000001,-71.26679685057839,46.819834556026066,"266-296 Rue Latulippe, Quebec, QC, G1M 3A5, CAN"
2115,Éteint,2025-12-31T21:15:39,Permis,99,246506.76400000043,5186979.943,-71.26396590641858,46.81981777141432,"168-308 Rue Joseph Isabelle, Quebec, QC, G1M, CAN"
2116,Éteint,2025-12-31T21:15:39,Permis,135,246423.7631249996,5186985.4835,-71.26505428689738,46.81986034603311,"225-227 Rue Joseph Isabelle, Quebec, QC, G1M 3N7, CAN"
2117,Éteint,2025-12-31T21:15:39,Permis,732,246524.936125,5187067.48075,-71.26373892326326,46.820606810791915,"475 Av Maurice Renaud, Québec, QC, G1M 3M5, CAN"
2118,Éteint,2025-12-31T21:15:39,Permis,924,246619.2759999996,5187082.176000001,-71.2625045097226,46.82074724549552,"128-156 Rue Joseph Isabelle, Quebec, QC, G1M 3M8, CAN"
2119,Éteint,2025-12-31T21:15:39,Permis,428,246566.23000000045,5187035.970000001,-71.26319377407613,46.82032696392013,"464-484 Av Maurice Renaud, Quebec, QC, G1M, CAN"
2120,Éteint,2025-12-31T21:15:39,Permis,1091,246253.8990000002,5187168.136,-71.26730362455062,46.821488503309695,"241 Rue Samson, Québec, QC, G1M 3L9, CAN"
2121,Éteint,2025-12-31T21:15:39,Permis,1093,246384.9040000001,5187278.85,-71.26560097348323,46.82249593221086,"174-220 Rue Samson, Quebec, QC, G1M 3C9, CAN"
2122,Éteint,2025-12-31T21:15:39,Permis,731,246580.6540000001,5187399.607999999,-71.26305103699045,46.82359934713822,"120-130 Rue Samson, Quebec, QC, G1M 1B7, CAN"
2123,Éteint,2025-12-31T21:15:39,Permis,923,246618.2388749998,5187350.863875,-71.26255227603075,46.8231641498303,"435-555 Av Claude Martin, Quebec, QC, G1M 1T4, CAN"
2124,Éteint,2025-12-31T21:15:39,Permis,922,246827.04200000037,5187318.1850000005,-71.25981172995958,46.82288838367082,"474 Av Plante, Québec, QC, G1M 1S9, CAN"
2125,Éteint,2025-12-31T21:15:39,Permis,132,246745.0633749999,5187366.002250001,-71.26089213885214,46.823311389120335,"477-571 Av Plante, Quebec, QC, G1M 1T1, CAN"
2126,Éteint,2025-12-31T21:15:39,Permis,133,246809.19974999968,5187445.790625,-71.26006173340218,46.8240347141685,"448-506 Av Ludger Ferland, Quebec, QC, G1M 1R6, CAN"
2127,Éteint,2025-12-31T21:15:39,Permis,1025,246194.2089999998,5186185.676000001,-71.26796000780985,46.812645493537865,"453-461 Rue Beaucage, Quebec, QC, G1M, CAN"
2128,Éteint,2025-12-31T21:15:39,Permis,211,246412.88200000022,5186327.91,-71.26511296595956,46.813944156704615,"345-385 Rue Beaucage, Quebec, QC, G1M, CAN"
2129,Éteint,2025-12-31T21:15:39,Permis,386,246614.64400000032,5186464.465,-71.26248665360637,46.81519018777033,"269-291 Rue Beaucage, Quebec, QC, G1M, CAN"
2130,Éteint,2025-12-31T21:15:39,Permis,388,246858.25299999956,5186616.3440000005,-71.25931381549366,46.81657764618663,"171-183 Rue Beaucage, Quebec, QC, G1M, CAN"
2131,Éteint,2025-12-31T21:15:39,Permis,389,247154.9450000003,5186802.084000001,-71.25544948335764,46.81827420957783,"57-73 Rue Beaucage, Quebec, QC, G1M, CAN"
2132,Éteint,2025-12-31T21:15:39,Permis,22,247371.31799999997,5186701.948000001,-71.25260155788875,46.8173921080675,Rue Chabot (aucune adresse sur cette rue)
2133,Éteint,2025-12-31T21:15:39,Permis,891,247254.8150000004,5186630.948999999,-71.25411926115244,46.81674338264926,"108 Av Plante, Québec, QC, G1M 1R9, CAN"
2134,Éteint,2025-12-31T21:15:39,Permis,392,247083.9330000002,5186522.824999999,-71.25634479934892,46.815755970083266,"Rue Chabot, Quebec, QC, G1M, CAN"
2135,Éteint,2025-12-31T21:15:39,Permis,217,246840.2120000003,5186370.714,-71.25951910494285,46.81436649690157,"226 Av Gauvin, Québec, QC, G1M 1Y5, CAN"
2136,Éteint,2025-12-31T21:15:39,Permis,215,246567.8169999998,5186195.301000001,-71.26306598835707,46.81276481746209,"323-325 Rue Chabot, Quebec, QC, G1M, CAN"
2137,Éteint,2025-12-31T21:15:39,Permis,704,246368.59449999966,5186070.327500001,-71.26566037497088,46.81162317801159,"411-433 Rue Chabot, Quebec, QC, G1M, CAN"
2138,Éteint,2025-12-31T21:15:39,Permis,128,246228.92899999954,5186131.397,-71.26749813860754,46.812160275451284,"453-465 Rue Cardinal, Quebec, QC, G1M, CAN"
2139,Éteint,2025-12-31T21:15:39,Permis,1048,246321.1799999997,5186131.292625001,-71.26628940689011,46.8121674356027,"410-440 Rue Aurele Cloutier, Quebec, QC, G1M, CAN"
2140,Éteint,2025-12-31T21:15:39,Permis,679,246347.0047500003,5185989.537875,-71.26593293394825,46.81089453748266,"165-179 Av Pruneau, Quebec, QC, G1M 2H9, CAN"
2141,Éteint,2025-12-31T21:15:39,Permis,1015,246429.23512499966,5185971.74525,-71.26485326657954,46.8107416878816,"412-440 Rue Ratté, Quebec, QC, G1M, CAN"
2142,Éteint,2025-12-31T21:15:39,Permis,1016,246333.60400000028,5186010.395,-71.26611117742067,46.81108098383356,"165-179 Av Pruneau, Quebec, QC, G1M 2H9, CAN"
2143,Éteint,2025-12-31T21:15:39,Permis,429,246269.09100000001,5186113.731000001,-71.26696965693614,46.81200488751797,"213-235 Av Pruneau, Quebec, QC, G1M 2J3, CAN"
2144,Éteint,2025-12-31T21:15:39,Permis,65,246481.93175000045,5186017.109750001,-71.26416860720069,46.81115437902402,"141-159 Av Ducharme, Quebec, QC, G1M 2G9, CAN"
2145,Éteint,2025-12-31T21:15:39,Permis,484,246386.00100000016,5186171.333000001,-71.26544520024021,46.81253330435585,"221-235 Av Ducharme, Quebec, QC, G1M 2H4, CAN"
2146,Éteint,2025-12-31T21:15:39,Permis,644,246603.68987500016,5186134.875624999,-71.26258827473883,46.812224389921326,"160-222 Av Champagnat, Quebec, QC, G1M, CAN"
2147,Éteint,2025-12-31T21:15:39,Permis,179,246695.70199999958,5185987.643999999,-71.26136399189024,46.81090798428869,"100-146 Av Champagnat, Quebec, QC, G1M, CAN"
2148,Éteint,2025-12-31T21:15:39,Permis,64,246603.51824999973,5186004.262499999,-71.26257391535046,46.81104943608871,Rue Émile-Fontaine
2149,Éteint,2025-12-31T21:15:39,Permis,178,246801.9947499996,5186107.122749999,-71.25998646218373,46.81199201972495,"Av Bernatchez, Quebec, QC, G1M, CAN"
2150,Éteint,2025-12-31T21:15:39,Permis,200,246623.27799999993,5185965.223999999,-71.26231005632509,46.81069998734497,"100-146 Av Larose, Quebec, QC, G1M 2G5, CAN"
2152,Éteint,2025-12-31T21:15:39,Permis,645,247507.71300000045,5186928.448000001,-71.25084262668145,46.819441345152775,"1900-1920 Rue Monseigneur Plessis, Quebec, QC, G1M, CAN"
2153,Éteint,2025-12-31T21:15:39,Permis,845,247384.07550000027,5186999.330250001,-71.25247170667456,46.820068331472214,"2030-2090 Rue Monseigneur Plessis, Quebec, QC, G1M, CAN"
2154,Éteint,2025-12-31T21:15:39,Permis,129,247012.4759999998,5187087.16,-71.25735240801397,46.82082629112199,"293-409 Av Turcotte, Quebec, QC, G1M 1R3, CAN"
2155,Éteint,2025-12-31T21:15:39,Permis,97,247157.06900000013,5186856.039999999,-71.25542844844892,46.818759758204834,"199-287 Av Turcotte, Quebec, QC, G1M 1R1, CAN"
2156,Éteint,2025-12-31T21:15:39,Permis,426,247305.92300000042,5186616.002,-71.2534476817144,46.816613336370224,"13-99 Av Turcotte, Quebec, QC, G1M, CAN"
2157,Éteint,2025-12-31T21:15:39,Permis,730,247264.09200000018,5186530.044,-71.25398501051323,46.815836484996744,"5-119 Av Plante, Quebec, QC, G1M 1R8, CAN"
2158,Éteint,2025-12-31T21:15:39,Permis,131,247152.25299999956,5186709.896,-71.25547314386189,46.817444693135045,"121-215 Av Plante, Quebec, QC, G1M 1S2, CAN"
2159,Éteint,2025-12-31T21:15:39,Permis,846,247039.828125,5186890.546125,-71.2569691444962,46.819060009764875,"217-311 Av Plante, Quebec, QC, G1M 1S4, CAN"
2160,Éteint,2025-12-31T21:15:39,Permis,377,246917.74899999984,5187087.665999999,-71.25859383399815,46.820822622014205,"313-405 Av Plante, Quebec, QC, G1M 1S6, CAN"
2161,Éteint,2025-12-31T21:15:39,Permis,615,246828.72800000012,5187014.321,-71.259751126071,46.820155104956775,"470 Av Rousseau, Québec, QC, G1M 0C4, CAN"
